会員番号,Googleメール,GoogleID,名前,性別,年代,業種,職種,現在地,出身地,自己紹介,こんな人と繋がりたい,こんな人とは繋がりたくない,タグ,プロフィール画像URL,LINE,Instagram,X,YouTube,掲載中,社長マーク,社長マーク状態,オンライン状態,掲載日,登録日時,更新日時,最終ログイン日時
00230,user00230@example.com,google-sub-00230,田村花,女性,60代,その他,その他,千葉県,東京都,その他で活動するその他の田村花です。会員No.00230として交流を楽しみにしています。,その他や関連分野で協業できる方,一方的な営業のみの方,"その,その他,千葉",https://i.pravatar.cc/150?img=20,https://line.me/,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-03-13 09:00:00,2026-02-15 09:00:00,2026-03-13 09:00:00,2026-03-13 09:00:00
00231,user00231@example.com,google-sub-00231,竹内蒼,男性,20代,サービス業,経営者,愛知県,千葉県,サービス業で活動する経営者の竹内蒼です。会員No.00231として交流を楽しみにしています。,サービス業や関連分野で協業できる方,一方的な営業のみの方,"サー,経営者,愛知",https://i.pravatar.cc/150?img=21,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-07-08 12:00:00,2026-07-07 12:00:00,2026-07-09 00:00:00,2026-07-09 00:00:00
00232,user00232@example.com,google-sub-00232,金子芽依,女性,30代,美容・健康,代表取締役,大阪府,京都府,美容・健康で活動する代表取締役の金子芽依です。会員No.00232として交流を楽しみにしています。,美容・健康や関連分野で協業できる方,一方的な営業のみの方,"美容,代表取締役,大阪",https://i.pravatar.cc/150?img=22,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-09 06:00:00,2026-06-15 06:00:00,2026-07-10 13:00:00,2026-07-10 13:00:00
00233,user00233@example.com,google-sub-00233,和田蓮,男性,40代,建設・不動産,CEO,京都府,福岡県,建設・不動産で活動するCEOの和田蓮です。会員No.00233として交流を楽しみにしています。,建設・不動産や関連分野で協業できる方,一方的な営業のみの方,"建設,CEO,京",https://i.pravatar.cc/150?img=23,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-03-27 00:00:00,2026-03-21 00:00:00,2026-03-27 17:00:00,2026-03-27 17:00:00
00234,user00234@example.com,google-sub-00234,中山陽菜,女性,50代,飲食・サービス,サロンオーナー,兵庫県,静岡県,飲食・サービスで活動するサロンオーナーの中山陽菜です。会員No.00234として交流を楽しみにしています。,飲食・サービスや関連分野で協業できる方,一方的な営業のみの方,"飲食,サロンオーナー,兵庫",https://i.pravatar.cc/150?img=24,,https://instagram.com/,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-06-15 16:00:00,2026-06-01 16:00:00,2026-06-17 12:00:00,2026-06-17 12:00:00
00235,user00235@example.com,google-sub-00235,石田陽翔,男性,60代,製造業,専務取締役,広島県,宮城県,製造業で活動する専務取締役の石田陽翔です。会員No.00235として交流を楽しみにしています。,製造業や関連分野で協業できる方,一方的な営業のみの方,"製造,専務取締役,広島",https://i.pravatar.cc/150?img=25,https://line.me/,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-06-17 01:00:00,2026-05-28 01:00:00,2026-06-18 15:00:00,2026-06-18 15:00:00
00236,user00236@example.com,google-sub-00236,上田美穂,女性,20代,IT・通信,工場長,福岡県,埼玉県,IT・通信で活動する工場長の上田美穂です。会員No.00236として交流を楽しみにしています。,IT・通信や関連分野で協業できる方,一方的な営業のみの方,"IT,工場長,福岡",https://i.pravatar.cc/150?img=26,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-02 20:00:00,2026-03-24 20:00:00,2026-04-04 07:00:00,2026-04-04 07:00:00
00237,user00237@example.com,google-sub-00237,森田太郎,男性,30代,小売,部長,佐賀県,大阪府,小売で活動する部長の森田太郎です。会員No.00237として交流を楽しみにしています。,小売や関連分野で協業できる方,一方的な営業のみの方,"小売,部長,佐賀",https://i.pravatar.cc/150?img=27,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-22 12:00:00,2026-04-20 12:00:00,2026-04-23 02:00:00,2026-04-23 02:00:00
00238,user00238@example.com,google-sub-00238,原彩,女性,40代,教育,個人事業主,沖縄県,広島県,教育で活動する個人事業主の原彩です。会員No.00238として交流を楽しみにしています。,教育や関連分野で協業できる方,一方的な営業のみの方,"教育,個人事業主,沖縄",https://i.pravatar.cc/150?img=28,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-05-03 22:00:00,2026-04-13 22:00:00,2026-05-04 07:00:00,2026-05-04 07:00:00
00239,user00239@example.com,google-sub-00239,柴田陽翔,男性,50代,医療・福祉,フリーランス,静岡県,沖縄県,医療・福祉で活動するフリーランスの柴田陽翔です。会員No.00239として交流を楽しみにしています。,医療・福祉や関連分野で協業できる方,一方的な営業のみの方,"医療,フリーランス,静岡",https://i.pravatar.cc/150?img=29,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-01 16:00:00,2026-03-16 16:00:00,2026-04-03 13:00:00,2026-04-03 13:00:00
00240,user00240@example.com,google-sub-00240,酒井奈々,女性,60代,その他,その他,新潟県,北海道,その他で活動するその他の酒井奈々です。会員No.00240として交流を楽しみにしています。,その他や関連分野で協業できる方,一方的な営業のみの方,"その,その他,新潟",https://i.pravatar.cc/150?img=30,,,,https://youtube.com/,FALSE,FALSE,なし,オフライン,2026-05-09 10:00:00,2026-04-24 10:00:00,2026-05-10 01:00:00,2026-04-24 10:00:00
